episode,total_reward,avg_reward_100,epsilon,episode_length,collisions
52,-1003.358592297991,-814.7545691621526,0.8722864,500,47
53,-922.1241987169306,-816.780411229224,0.8709536,500,33
54,-13.910896220934962,-801.912457247589,0.8704832,18,0
55,-1069.6031934322455,-806.7795615418555,0.8638714666666667,500,44
56,-994.8877603733164,-810.1386365209886,0.8627738666666667,500,45
57,-55.73374392788487,-796.9034629667236,0.8625386666666667,51,3
58,-844.5697341734227,-797.7252952289081,0.8592197333333333,500,27
59,-933.4573864093913,-800.0258391472214,0.8574165333333333,500,31
60,-66.08361267766966,-787.7934687060622,0.8567109333333334,27,4
61,-498.55307178062503,-783.0518228548254,0.8520330666666667,275,24
62,-6.557952306926282,-770.5277281685691,0.8510661333333334,37,0
63,-443.2817299086796,-765.3333472438089,0.8505696,458,16
64,-19.12,-753.6737636931243,0.8505173333333333,2,0
65,-1874.1196116273811,-770.911392122882,0.8497072,500,69
66,-559.9766207713836,-767.7154107387685,0.8441408,244,35
67,-723.1557154038579,-767.050340659143,0.8436442666666667,500,29
68,-19.487649122254147,-756.0567716659534,0.8435658666666667,3,0
69,-521.5853036723952,-752.6586344486554,0.8410570666666667,331,31
70,-27.3097946358709,-742.2965081656156,0.8394106666666666,63,1
71,-79.05232773491365,-732.9550408356057,0.8381824,206,0
72,-1166.1343283290169,-738.9714198285699,0.8379994666666667,500,49
73,-1076.8285328461473,-743.5995994589478,0.8310741333333334,500,45
74,-633.5946720474254,-742.113046385819,0.826344,500,21
75,-4.608297238890344,-732.2796497305267,0.8257952,21,0
76,-744.7444909702954,-732.443660799471,0.8251157333333333,500,34
77,-26.614528769480238,-723.2770486951854,0.8251157333333333,26,2
78,-415.0836765301997,-719.3258516161471,0.8249328,500,24
79,-57.561529949081475,-710.9490880507412,0.8226330666666667,95,2
80,-789.0571512389114,-711.9254388405933,0.8180074666666667,500,47
81,-251.6745534434788,-706.2433291443327,0.8177984,185,9
82,-33.07901614681769,-698.034008254119,0.8171189333333333,26,0
83,12.404330136961455,-689.4745102012145,0.8166224,53,2
84,-471.75432004716635,-686.882603175571,0.814584,396,33
85,-1233.3673337289217,-693.3118352997282,0.8120490666666667,500,60
86,-19.161421356237312,-685.4728769980596,0.8119968,2,0
87,-9.425102214462576,-677.7022129200872,0.8113696,24,0
88,-38.95380887474829,-670.4437083286629,0.8079722666666667,130,2
89,-21.46723432928485,-663.1518378342879,0.8074234666666666,21,0
90,-974.6547750993343,-666.6129815816772,0.8040522666666667,500,51
91,-585.9344942788247,-665.7264047981294,0.8035557333333333,500,42
92,-1095.443008007907,-670.3972374417139,0.8015173333333333,500,72
93,-573.9749745039954,-669.3604389155018,0.7975450666666667,249,18
94,-1340.1695781376459,-676.4967063540354,0.7958202666666667,444,52
95,-13.95426406871193,-669.522575382611,0.7957418666666667,3,0
96,-335.10277471652046,-666.0390357923392,0.7951146666666666,245,21
97,-1240.426129818337,-671.9605522255969,0.7904890666666666,500,52
98,-4.620145606338765,-665.150956239686,0.7899141333333334,22,0
99,38.71001355558447,-658.0412494740772,0.7889472,37,0
100,42.93058838666674,-651.0315310954697,0.7862293333333333,104,0
101,-14.220000000000002,-650.8607426255256,0.7861770666666666,2,0
102,-536.6976898596994,-648.2836382017211,0.7844784,500,10
103,-777.6760803319801,-641.0260999361074,0.7831717333333333,481,49
104,-762.8501832406697,-638.0176504688454,0.782048,500,38
105,-264.99801561467353,-630.8550964517331,0.7813162666666666,186,15
106,-39.09547967353197,-617.0419616955679,0.7810026666666667,12,4
107,52.25048333822157,-609.6742815015131,0.7786506666666667,173,4
108,-5.9098484366283195,-598.7036351350002,0.7770042666666667,63,2
109,10.239332256504447,-585.1291058931581,0.7766384,14,0
110,-212.9512758312049,-578.7272895996911,0.7759589333333333,233,24
111,44.46680226368012,-567.0617638563309,0.7754362666666667,20,0
112,-113.41578292723437,-551.8749980060676,0.7751749333333333,356,7
113,-250.63967315213603,-552.3464988120426,0.7746784,242,5
114,-40.39132920003571,-532.0961432605679,0.7729274666666667,67,2
115,-33.18765385355102,-522.8836847437638,0.77264,97,5
116,-27.24199678034234,-514.3471962477346,0.7715685333333333,52,5
117,-0.09551933666381274,-502.40414362837714,0.7692165333333334,90,2
118,-672.4496647079285,-492.36321215513635,0.7685632,263,34
119,-4.84,-492.39750881379723,0.7684586666666666,4,0
120,-11.36665670974484,-486.5064271767125,0.7678576,52,1
121,18.316718549173753,-480.2643979581953,0.7661066666666667,67,2
122,-1085.283170205218,-472.28151525528557,0.7635717333333334,500,49
123,0.3248635627560965,-459.38403127626697,0.7625264,40,0
124,-852.363306472881,-466.0982321226154,0.7607232,456,54
125,-633.854786986899,-463.53846173937336,0.7553920000000001,500,39
126,-1028.8768953036358,-473.6744928261333,0.75304,500,51
127,-37.25535951583414,-473.4304326683977,0.7525434666666666,19,2
128,-21.60497090991113,-467.8308265781691,0.7522298666666667,12,1
129,-14.327338716549058,-468.4266030891542,0.7520992,5,0
130,-614.9473436111039,-456.4866837968558,0.7494597333333333,500,25
131,-38.70560132060049,-449.71191908364256,0.7489631999999999,19,1
132,-56.962693832218946,-439.7341451910706,0.7482576000000001,147,0
133,-553.798276097925,-440.80379110533084,0.7476565333333334,500,25
134,-65.50142641387397,-424.38003373537134,0.7442592,130,2
135,-14.107541319445676,-413.56006584952644,0.7437365333333333,20,0
136,-1765.8375143892943,-431.02724099341935,0.7423253333333333,500,103
137,-660.1630162797742,-428.32118650042503,0.7378304,399,32
138,-727.0388092030566,-435.4534313886888,0.7358965333333334,500,42
139,-74.20154030687478,-428.087220539642,0.7355045333333333,89,2
140,-45.08319348621019,-419.08938493059065,0.7347466666666667,29,4
141,-0.8919720098129318,-419.0642522223607,0.7344069333333334,13,0
142,-429.25238577597514,-422.141110699529,0.7343285333333334,360,24
143,-1163.7966222114178,-420.9091020286206,0.7292586666666667,500,66
144,-8.422270184444333,-404.420285983667,0.7285530666666666,27,3
145,-14.00502815398729,-404.4919788862,0.7284485333333333,4,0
146,-197.08549508258832,-392.39841021132014,0.7277690666666667,251,18
147,-954.7887751418334,-401.99508967740366,0.7228298666666666,500,60
148,-177.0812890815327,-398.5954449004439,0.7222288,238,7
149,-287.9056005229792,-401.2261780047157,0.7213402666666666,500,16
150,-13.95426406871193,-389.45858673238087,0.7212618666666667,3,0
151,-439.48918279089315,-393.58288424494225,0.7147024,500,31
152,-1097.5173071393117,-394.5244713933555,0.7136570666666666,328,58
153,-3.877707632240174,-385.3420064825085,0.7129776,66,1
154,-283.0158408238284,-388.03305592853735,0.7098677333333334,436,9
155,-209.4025360640474,-379.43104935485536,0.7097632,500,13
156,-19.161421356237312,-369.6737859646845,0.7097109333333333,2,0
157,57.80645692548556,-368.5383839561509,0.7082474666666667,62,0
158,-17.084453191566936,-360.2635311463323,0.7068624,53,4
159,-1329.0448032386782,-364.2194053146252,0.7009824,485,80
160,-742.0182095969778,-370.9787512838183,0.6999109333333333,500,31
161,-31.22944364631762,-366.3055150024752,0.699336,63,0
162,-133.44377528635388,-367.5743732322695,0.6977157333333334,350,9
163,-402.78360647614545,-367.16939199794416,0.6966442666666667,500,38
164,-27.709186573290296,-367.25528386367705,0.6950762666666667,101,0
165,-6.820614060331867,-348.58229388800646,0.6941877333333333,94,0
166,-714.4404350809876,-350.12693203110246,0.6896928,369,48
167,-9.440000000000001,-342.98977487706395,0.6895882666666666,4,0
168,-813.8937395975518,-350.933835781817,0.6868442666666666,500,50
169,-357.25796600156593,-349.2905624051088,0.6838128,221,21
170,-1239.6262143345537,-361.41372660209555,0.6820096,500,54
171,-686.2213517434968,-367.4854168421814,0.6811210666666667,500,39
172,86.62035926742035,-354.95786996621695,0.6798405333333333,83,4
173,-592.4228359591897,-350.11381299734734,0.6769136,380,33
174,-83.88316052267358,-344.61669788209986,0.6755024000000001,166,7
175,-13.98142135623731,-344.7104291232733,0.6753978666666667,4,0
176,-59.495977876525984,-337.85794399233566,0.6739082666666667,115,4
177,-528.5917970757561,-342.8777166753984,0.6707461333333333,500,52
178,-20.740815146738775,-338.93428806156385,0.6703802666666667,14,1
179,-72.47318766393607,-339.0834046387124,0.6695178666666667,33,5
180,-13.85360679774998,-331.3313691943007,0.6694394666666666,3,0
181,-587.9288288283527,-334.6939119481494,0.6688122666666667,252,37
182,-14.463606797749982,-334.5077578546588,0.6687077333333333,4,0
183,-1083.0655077784454,-345.4624562338129,0.6680543999999999,500,77
184,-608.7525463617043,-346.8324384969583,0.6678976,230,50
185,14.656996325262977,-334.35219519641646,0.6676885333333333,14,0
186,-230.20863642661948,-336.4626673471203,0.6615733333333333,242,17
187,-89.38514229122363,-337.26226774788796,0.6601621333333334,288,9
188,37.83252372133785,-336.49440442192713,0.6595610666666667,77,4
189,-9.390808728403194,-336.37364016591823,0.6588554666666666,27,1
190,-63.11995255666446,-327.25829194049146,0.657392,56,5
191,-649.6688991399541,-327.8956359891028,0.6563728,500,25
192,-1824.3623111685847,-335.18482902070957,0.6556410666666667,500,126
193,-5.555231284213956,-329.5006315885117,0.6551706666666667,85,0
194,-286.0397185768979,-318.95933299290425,0.6529232,86,24
195,1.6621051976149879,-318.803169300241,0.6523221333333333,127,2
196,7.24624967311653,-315.3796790563446,0.6520346666666667,34,1
197,-343.6186248327594,-306.4116040064888,0.6499178666666667,392,37
198,-332.3801281608726,-309.6892038320342,0.647592,170,26
199,-350.38833265818323,-313.5801872941718,0.6460239999999999,241,17
200,-622.4667491732116,-320.2341606697706,0.6433061333333334,500,39
201,-616.5301284009925,-326.2572619537805,0.6397258666666668,301,37
202,0.40415145276277187,-320.88624354065587,0.6395690666666667,6,0
203,-263.699540361811,-315.7464781409542,0.6375568,473,19
204,-334.85313183478036,-311.46650762689535,0.6369034666666666,245,38
205,-9.16426406871193,-308.9081701114357,0.6367989333333333,4,0
206,87.1327944784295,-307.6458873699161,0.6342117333333334,452,1
207,-61.78382996028161,-308.7862305029012,0.6330096000000001,174,15
208,0.09360099611423323,-308.72619600857377,0.6327221333333333,11,0
209,-2.0453529317622703,-308.8490428604564,0.6323301333333333,15,0
210,-19.12,-306.9107301021443,0.6322778666666666,2,0
211,-14.073606797749981,-307.49613419275863,0.6321472,5,0
212,97.19393181485873,-305.3900370453377,0.6312325333333333,114,1
213,-767.4844173638153,-310.5584844874545,0.629168,398,50
214,-2.931533515889555,-310.18388653061305,0.6283578666666667,31,1
215,-122.17990760454994,-311.07380906812307,0.6250128,273,15
216,-625.9867581725142,-317.06125668204476,0.6237322666666667,500,52
217,-1049.4977518669386,-327.55527900734756,0.6190544,466,69
218,-463.80244637041875,-325.46880682397244,0.6163104,284,21
219,-1943.7642859452344,-344.8580496834248,0.6160752,470,114
220,-46.695512682612275,-345.2113382431534,0.6135402666666667,97,2
221,12.977123549789937,-345.2647341931473,0.6119461333333334,500,7
222,-54.2745875241573,-334.9546483663367,0.6114757333333334,185,6
223,-13.830000000000002,-335.0961970019643,0.6113973333333333,3,0
224,-29.176046110822718,-326.8643243983436,0.6107701333333333,45,1
225,-170.83894444019865,-322.2341659728766,0.6096464,360,7
226,-183.09666962700783,-313.7763637161104,0.6079738666666668,131,14
227,-17.513950124286588,-313.5789496221949,0.6073728,23,1
228,19.64802348826076,-313.1664196782131,0.6042368,120,3
229,-4.342796877033644,-313.066574259818,0.6040538666666666,7,0
230,-640.7192084677205,-313.3242929083841,0.6030085333333333,297,39
231,16.668516756359008,-312.77055172761453,0.6018064000000001,46,1
232,-198.38210948549812,-314.18474588414733,0.6004735999999999,500,23
233,-74.61415975517104,-309.3929047207198,0.6002645333333334,59,1
234,32.88148827009421,-308.40907557388016,0.5994021333333334,33,0
235,-1035.6905517006298,-318.624905677692,0.5965797333333334,500,65
236,20.683909875232533,-300.75969143504676,0.5960832,127,3
237,-851.589350677555,-302.67395477902454,0.5934437333333333,269,60
238,-820.6225056784948,-303.60979174377894,0.5909872,500,49
239,-310.75908943394535,-305.9753672350496,0.5905429333333334,212,33
240,-64.41821676405219,-306.168717467828,0.5898634666666667,137,6
241,-32.943715120905225,-306.489234898939,0.5891578666666667,27,2
242,-7.810235842069904,-302.2748133995999,0.5888442666666667,82,4
243,2.4132384586190625,-290.6127147928995,0.5881647999999999,91,1
244,79.98914745236546,-289.7286006165314,0.5880864,325,3
245,-22.646700131170864,-289.8150173363033,0.5865445333333333,62,3
246,-104.02875559023926,-288.8844499413798,0.5821541333333333,227,11
247,19.04542436708535,-279.1461079462906,0.5807429333333334,54,1
248,-1.0376073815880034,-277.3856711292912,0.5803770666666667,14,0
249,105.32629373696099,-273.45335218669175,0.5783386666666667,78,0
250,-26.163606797749978,-273.5754456139821,0.5779728,14,4
251,-215.96526056308286,-271.34020639170404,0.5760912,500,24
252,-1969.4102877989815,-280.05913619830073,0.5757776,500,145
253,-392.72110183351504,-283.9475701403135,0.5734778666666667,500,24
254,-80.63645666903118,-281.9237762987656,0.5733994666666666,103,7
255,-21.11021863350186,-280.04085312446006,0.5715701333333334,161,9
256,-37.42454021761368,-280.2234843130738,0.5706816,107,7
257,-18.582197087791627,-280.9873708532066,0.5703157333333333,14,0
258,-724.7595828790355,-288.0641221500813,0.5686170666666667,358,43
259,-539.4513802401212,-280.16818792009565,0.5654810666666668,303,37
260,28.046954148527245,-272.4675362826406,0.5647754666666667,27,0
261,-358.8478832732603,-275.74372067891005,0.5646448,265,35
262,-399.36810659953596,-278.40296399204186,0.5627370666666667,290,44
263,5.24090039878989,-274.32271892329254,0.5620575999999999,26,0
264,-419.4751303038812,-278.24037836059847,0.5602282666666667,169,26
265,-272.45713430763345,-280.8967435630715,0.5592874666666667,210,18
266,45.97576181440917,-273.2925815941175,0.5576149333333333,64,0
267,-294.06827444671154,-276.13886433858465,0.5575104,104,21
268,-51.48094361454767,-268.51473637875455,0.5564650666666666,214,3
269,71.76699543472493,-264.22448676439166,0.5561776,55,1
270,8.164284903414984,-251.74658177201195,0.5557856,26,3
271,-902.387056005282,-253.90823881462984,0.5555504,500,60
272,1.441899709349105,-254.76002341021052,0.5547925333333333,53,1
273,-23.21928208165476,-249.0679878714352,0.5534858666666667,79,0
274,-1075.1169482797397,-258.9803257490059,0.5444437333333334,500,56
275,-107.55072930806637,-259.91601882852416,0.5430848,398,10
276,-17.29105685868574,-259.4939696183458,0.5427712,12,1
277,-879.7596732320652,-263.0056483799088,0.5427189333333333,500,58
278,-8.597274728292005,-262.8842129757243,0.5425098666666667,8,0
279,-1224.3580044633413,-274.4030611437184,0.5417258666666667,500,90
280,-125.75775502366768,-275.5221026259776,0.5411248,63,7
281,28.14176865791561,-269.3613966511149,0.5405498666666666,45,0
282,-48.82521744024662,-269.7050127575399,0.5395568,38,4
283,65.68833481560937,-258.21747433159936,0.5385376,152,2
284,40.366978172446906,-251.72627908625785,0.5378058666666667,28,0
285,-413.7611683121817,-256.0104607326323,0.5360288,322,20
286,-87.20740452113837,-254.5804484135775,0.535872,201,2
287,31.824146364065637,-253.36835552702453,0.5299136,302,10
288,22.585018548885518,-253.52083057874907,0.5278229333333333,308,5
289,-8.188399517728294,-253.50880648664227,0.5276922666666667,319,7
290,5.800929521508543,-252.8195976658606,0.5275616000000001,10,0
291,-429.68951728581385,-250.61980384731916,0.5264901333333334,500,27
292,26.560610059370614,-232.1105746350396,0.5262549333333333,55,0
293,-10.456227766016836,-232.15958459985762,0.5261242666666667,14,2
294,-4.442511840008255,-229.34361253248872,0.5260458666666668,8,0
295,23.915926171431746,-229.12107432275053,0.5244778666666667,63,3
296,-1.3836825366362184,-229.20737364484816,0.5237722666666667,27,0
297,-649.6105041387548,-232.26729243790814,0.5227792,273,49
298,-19.396683785622635,-229.13745799415565,0.5226223999999999,131,1
299,-389.29709808638376,-229.52654564843763,0.5219429333333334,215,31
300,-50.01561008753393,-223.80203425758089,0.5201397333333333,69,10
301,35.49567152151921,-217.2817762583557,0.5190421333333333,137,1
302,-24.703705946527712,-217.53285483234865,0.5162197333333334,150,0
303,-9.187870866461909,-214.98773813739518,0.5161152,4,0
304,-13.83416192529638,-211.77754843830033,0.5159845333333333,5,0
305,27.217911645751716,-211.41372668115568,0.5143381333333333,63,0
306,-459.5294769068945,-216.8803493950089,0.5132405333333334,403,50
307,1.9630971316421437,-216.2428801240896,0.5106010666666667,101,2
308,-552.2886736587114,-221.76670287063786,0.5106010666666667,466,38
309,42.7286854707224,-221.31896248661297,0.5100261333333334,22,0
310,-0.04432037668651034,-221.1282056903799,0.5097909333333334,9,0
311,-45.50314758539939,-221.44250109825643,0.5091376000000001,56,5
312,-118.22997194059914,-223.59674013581102,0.5088239999999999,391,11
313,-48.37296499068694,-216.40562561207972,0.5087717333333334,14,3
314,-19.161421356237312,-216.56792449048325,0.5087717333333334,2,0
315,-16.17,-215.5078254144377,0.5085888000000001,7,0
316,-23.303308074461324,-209.48099091345713,0.5080138666666667,29,2
317,74.16344173860669,-198.2443789774017,0.5066026666666668,54,0
318,2.9092018121268026,-193.57726249557626,0.5062890666666666,134,0
319,19.50898630654468,-173.9445297730585,0.5027610666666666,223,17
320,160.29656842912155,-171.87460896194116,0.5023429333333334,163,1
321,-577.1785918631497,-177.77616611607053,0.5019248000000001,475,55
322,44.25710325040872,-176.79084920832486,0.5010101333333333,67,0
323,-247.58663193992714,-179.12841552772414,0.49962506666666673,255,16
324,-31.64044763853685,-179.1530595430013,0.49873653333333334,122,3
325,-23.519307587824176,-177.6798631744775,0.49837066666666663,152,7
326,-5.755738704509826,-175.9064538652525,0.4977434666666667,38,3
327,10.689173805114319,-175.62442262595852,0.49742986666666666,12,0
328,-675.4126100861271,-182.57502896170246,0.49578346666666673,147,58
329,-131.06761675639274,-183.84227716049605,0.49364053333333335,145,11
330,-13.930000000000001,-177.57438507581887,0.4935621333333333,3,0
331,-66.0952471481095,-178.40202271486356,0.49092266666666673,285,7
332,-823.1903526394018,-184.65010514640255,0.48992959999999997,224,65
333,4.56235087774585,-183.8583400400734,0.4897205333333333,8,0
334,-629.4588703504694,-190.481743626279,0.4895376,439,51
335,-56.15245320083305,-180.68636264128105,0.48854453333333336,91,7
336,-20.274580809939447,-181.09594754813276,0.4883354666666667,8,0
337,-11.084974596027491,-172.69090378731744,0.4879696,14,0
338,-23.512508822554395,-164.71980381875804,0.4878389333333334,72,5
339,-20.008218714969242,-161.81229511156832,0.48559146666666664,151,2
340,-9.968140956982916,-161.2677943534976,0.48540853333333334,7,0
341,-138.92547961593928,-162.32761199844794,0.4848336,120,12
342,9.118038998569002,-162.15832925004156,0.4843632,40,0
343,26.108217663180465,-161.92137945799593,0.4838144,21,0
344,-270.3987291492563,-165.42525822401214,0.4832917333333333,174,26
345,-567.3462330672447,-170.8722535533729,0.48284746666666667,410,52
346,33.66302345161749,-169.49533576295434,0.4824554666666667,52,0
347,51.64560230715696,-169.16933398355363,0.4818544,55,0
348,-19.410067348731747,-169.35305858322502,0.48146239999999996,38,1
349,3.68617987853467,-170.36945972180928,0.4811749333333334,140,2
350,17.84870190326016,-169.92933663479914,0.48067840000000006,19,0
351,-6.467379549334861,-167.8343578246617,0.4804170666666667,10,0
352,246.62163562050927,-145.67403859046684,0.47864000000000007,161,5
353,-2.315637853602354,-141.7699839506677,0.4774117333333333,115,0
354,37.83429382639558,-140.58527644571345,0.47636639999999997,40,0
355,107.58669510529978,-139.29830730832543,0.47545173333333335,122,0
356,-456.91158417269463,-143.49317774787625,0.47526880000000005,252,35
357,-94.680872302073,-144.25416450001904,0.4725509333333333,341,14
358,81.74634725357801,-136.1891051986929,0.4722373333333334,116,1
359,70.42320225701003,-130.09035937372155,0.4721066666666667,163,0
360,19.386258304106736,-130.1769663321658,0.47208053333333333,18,0
361,-58.71749188049279,-127.17566241823812,0.4720544,130,8
362,-4.426679285561521,-123.22624814509837,0.47197600000000006,10,0
363,-1.4778685525167141,-123.29343583461144,0.4714010666666667,22,1
364,-9.087213595499959,-119.18955666752763,0.4712965333333333,4,0
365,-45.16991075751916,-116.91668443202647,0.46638346666666664,217,15
366,-13.95426406871193,-117.51598469085769,0.4663050666666667,3,0
367,-395.8808319337578,-118.53411026572817,0.46531200000000006,260,40
368,-6.842455532033675,-118.08772538490304,0.4650245333333334,11,0
369,63.081799195072776,-118.17457734729956,0.46471093333333335,61,2
370,93.4290500228662,-117.32192969610506,0.4645018666666667,260,4
371,-189.40552010168258,-110.19211433706903,0.46447573333333336,291,23
372,-14.630000000000003,-110.35283333416251,0.4644234666666667,3,0
373,-5.83805411091844,-110.17902105445515,0.46410986666666665,12,0
374,-235.80391704518675,-101.78589074210963,0.4621498666666667,89,22
375,-100.43228279853686,-101.71470627701432,0.4619146666666667,119,7
376,58.86230765152054,-100.95317263191225,0.46105226666666665,33,0
377,-623.526981546441,-98.39084571505602,0.4589877333333333,196,47
378,-472.4197021921578,-103.02906998969469,0.4587264,229,44
379,23.043795581773313,-90.55505198924355,0.4584912,19,0
380,-16.784028351679858,-89.46531472252367,0.4577856,27,0
381,-31.487755334457226,-90.0616099624474,0.45757653333333337,44,0
382,-10.386472487858146,-89.67722251292355,0.4573413333333334,9,0
383,-62.44256685261119,-90.95853152960574,0.45708000000000004,194,17
384,-31.934949436168363,-91.68155080569187,0.4565050666666667,49,1
385,33.25111428388486,-87.21142797973121,0.4552506666666667,70,2
386,-62.37108659794485,-86.96306480049927,0.4540485333333334,94,2
387,-19.51,-87.47640626413994,0.45402240000000005,1,0
388,154.2324095296162,-86.15993235433262,0.45373493333333337,58,0
389,-427.10844530549593,-90.34913281221031,0.4528464,314,45
390,-14.45426406871193,-90.5516847481125,0.45276800000000006,3,0
391,58.1434894202487,-85.67335468105188,0.4518272,73,0
392,-180.03054933589289,-87.73926627500452,0.45072960000000006,253,29
393,-75.94174120145321,-88.3941214093589,0.4505205333333333,134,7
394,-13.871421356237311,-88.4884105045212,0.4504421333333334,3,0
395,-93.42585497322348,-89.66182831596774,0.45012853333333336,101,11
396,-21.294800818882138,-89.86093949879019,0.4498410666666667,23,0
397,14.557585587132134,-83.21925860153131,0.44842986666666673,88,2
398,-266.6417875243331,-85.69170963891843,0.44809013333333336,78,28
399,-10.061706744109388,-81.89935572549567,0.4478026666666667,11,0
400,-13.95426406871193,-81.53874226530746,0.44772426666666665,3,0
401,-14.13613840908009,-82.03506036461344,0.44759360000000004,5,0
402,-14.02284271247462,-81.92825173227291,0.44748906666666666,4,0
403,24.413850457464388,-81.59223451903365,0.4470970666666667,181,5
404,-15.433644461956268,-81.60822934440026,0.44688800000000006,8,0
405,9.312406784515456,-81.78728439301261,0.446496,15,0
406,-182.33574184340964,-79.01534704237775,0.4448757333333333,190,12
407,-16.9745788446143,-79.20472380214034,0.4432032,64,1
408,74.0938429309577,-72.94089863624363,0.4424192,156,0
409,-312.42083220410154,-76.49239381299188,0.44176586666666673,255,24
410,127.93266549483,-75.21262395427671,0.4412170666666667,240,5
411,-19.12,-74.9487924784227,0.4411648,2,0
412,188.712094199276,-71.87937181702395,0.44092960000000003,87,1
413,-67.72271886575646,-72.07286935577466,0.44082506666666665,13,5
414,93.65868902159403,-70.94466825199633,0.4395445333333333,53,0
415,-183.20638603460478,-72.61503211234239,0.4385253333333333,149,16
416,67.16513458805134,-71.71034768571727,0.43753226666666667,162,3
417,32.44399656580306,-72.1275421374453,0.43685280000000004,103,0
418,-178.2112616120106,-73.93874677168668,0.4358597333333334,190,26
419,-179.27936769841313,-75.92663031173625,0.43470986666666667,108,25
420,118.36318485123282,-76.34596414751513,0.4332986666666667,136,1
421,-15.57,-70.72987822888362,0.4331157333333333,7,1
422,-164.76863230926915,-72.82013558448043,0.43282826666666663,72,13
423,74.19313196258067,-69.60233794545533,0.43146933333333337,52,0
424,80.7124953584579,-68.4788085154854,0.42838560000000003,118,1
425,14.726869044188302,-68.09634674916526,0.42815040000000004,9,0
426,-19.31284271247462,-68.23191778924493,0.428072,3,0
427,-410.43704799983107,-72.44318000729437,0.42744479999999996,217,45
428,19.998798496189625,-65.48906592147121,0.42702666666666667,40,2
429,92.43741875228942,-63.254015566384396,0.42694826666666663,443,7
430,37.0288967814206,-62.744426598570186,0.4260336,54,1
431,251.99958459323585,-59.56347828115673,0.42582453333333337,384,12
432,-19.450000000000003,-51.52607475476271,0.42569386666666664,5,0
433,37.44314825264557,-51.19726678101372,0.4251189333333334,35,0
434,-96.42564365604898,-45.866934514069506,0.4222965333333334,178,10
435,0.7032448462721561,-45.29837753359846,0.42101600000000006,49,0
