episode,total_reward,avg_reward_100,epsilon,episode_length,collisions
436,-411.2972292738272,-49.20860401823734,0.4197877333333333,204,36
437,-246.26999212081768,-51.56045419348524,0.41908213333333333,304,23
438,-521.0059886296093,-56.535388991555784,0.4190037333333333,256,54
439,-35.64770236245082,-56.6917838280306,0.41855946666666666,17,3
440,10.123789679520922,-56.49086452166557,0.41740960000000005,64,0
441,40.290554983688,-54.6987041756693,0.4162336,183,9
442,-22.692901036585337,-55.01681357602083,0.4155802666666667,25,1
443,-394.46839943783306,-59.22257974703097,0.41542346666666663,120,30
444,-42.4690153366291,-56.943282608904696,0.4149269333333333,19,3
445,-6.109654132382971,-51.33091681955609,0.41435200000000005,22,0
446,-25.805213993977176,-51.92559919401202,0.4140906666666667,10,1
447,35.86297967545187,-52.08342542032908,0.412392,65,0
448,28.75086072128961,-51.601816139628866,0.41176480000000004,24,0
449,23.62799006604914,-51.40239803775372,0.41134666666666664,16,0
450,-112.66470718269872,-52.707532128613295,0.4103013333333333,202,14
451,160.78018447269778,-51.03505648839297,0.40962186666666667,298,11
452,212.17403694272363,-51.379532475170826,0.4094650666666667,395,12
453,-241.64139741669354,-53.772790070801754,0.4067733333333333,109,16
454,29.63324724619253,-53.85480053660377,0.4058064,37,2
455,-365.7328271158183,-58.58799575881496,0.4048394666666667,177,40
456,-50.57923683644262,-54.524672285452446,0.40389866666666663,245,19
457,-104.11948794635656,-54.61905844189528,0.4032192,62,10
458,-5.643784859678917,-55.49295976302785,0.40264426666666664,22,0
459,1.4632605847993254,-56.18255917974995,0.40259200000000006,123,2
460,-26.27864774963192,-56.639208240287346,0.4017818666666667,31,0
461,88.09448212111175,-55.171088500271296,0.40060586666666664,411,22
462,49.1985943651063,-54.634835763764634,0.40060586666666664,78,0
463,-263.1439620410439,-57.2514966986499,0.39856746666666665,204,25
464,181.35659286206862,-55.34705863407421,0.3974698666666667,165,2
465,-65.67031972442336,-55.55206272374325,0.39647679999999996,158,1
466,-4.291421356237311,-55.4554342966185,0.39634613333333335,5,0
467,120.2038405444025,-50.2945875718369,0.3962154666666666,48,2
468,-71.72991394438327,-50.94346215596039,0.3949349333333333,217,2
469,72.47705944049248,-50.84950955350619,0.39449066666666666,71,0
470,-12.730556099843776,-51.91110561473329,0.39352373333333335,54,0
471,-6.286207150398212,-50.07991248522044,0.3915637333333334,178,3
472,24.751968171275696,-49.686092803507684,0.3910933333333333,18,0
473,-285.57442443136017,-52.48345650671211,0.38855839999999997,190,23
474,70.3132204060586,-49.42228513219966,0.38842773333333336,102,12
475,-0.17137552079633167,-48.41967605942225,0.38806186666666664,14,0
476,-242.10042572002956,-51.42930339313775,0.38774826666666673,258,20
477,37.82074878792429,-44.8158260897941,0.3870688,26,0
478,13.531036138894873,-39.95631870648358,0.38667680000000004,15,0
479,-733.4247470091684,-47.521004132393,0.3855008,500,75
480,-10.366200237311553,-47.456825851249306,0.3853178666666667,7,0
481,53.7454867219585,-46.60449343068515,0.3853178666666667,52,0
482,-37.65685533570005,-46.877197259163566,0.38416800000000006,44,1
483,71.44980542928805,-45.538273536344576,0.38393279999999996,158,4
484,-64.02915047240279,-45.85921554670693,0.3829397333333333,91,7
485,24.02350630871147,-45.95149162645866,0.3821034666666667,79,2
486,-18.771421356237312,-45.51549497404159,0.3820250666666667,3,0
487,-51.258809653206825,-45.83298307057366,0.37870613333333336,377,32
488,-7.141829078418816,-47.446725456654,0.37792213333333335,30,0
489,-193.44837069286467,-45.1101247105277,0.37653706666666664,210,28
490,-14.220000000000002,-45.10778206984057,0.37648480000000006,2,0
491,-19.161421356237312,-45.88083117760542,0.3764325333333334,2,0
492,-19.12,-44.27172568424649,0.3763802666666667,2,0
493,24.946696809235892,-43.26284130413961,0.37635413333333334,60,0
494,1.2933420861604432,-43.11119366971563,0.37570080000000006,25,0
495,-76.83628599689027,-42.9452979799523,0.37486453333333336,309,16
496,-10.989451387779075,-42.84224448564127,0.37217279999999997,103,3
497,-51.13222917708151,-43.4991426332834,0.3717808,150,5
498,-19.161421356237312,-41.02433897160245,0.37172853333333333,2,0
499,20.31980938901904,-40.72052381027115,0.3715194666666667,186,9
500,-14.385028153987292,-40.72483145112391,0.37120586666666666,12,0
501,-390.1443714948455,-44.48491378198157,0.3708661333333334,500,52
502,55.28669930172373,-43.791818361839574,0.36945493333333335,54,0
503,-61.95697352390427,-44.655526601653264,0.3685925333333333,120,14
504,-60.164564093104985,-45.102835797964765,0.3681221333333333,18,4
505,34.583254584330845,-44.8501273199666,0.3677301333333334,133,0
506,-0.5140539268061666,-43.03191044080057,0.36731199999999997,16,0
507,21.71724650097399,-42.64499218734468,0.36668480000000003,24,0
508,-91.43459262530702,-44.30027654290734,0.3660837333333333,129,11
509,174.67757809222158,-39.4292924399441,0.3660053333333333,236,4
510,24.573915361512302,-40.46287994127728,0.36597920000000006,27,1
511,17.0883748864261,-40.100796192413014,0.36550879999999997,22,0
512,-199.88345519501382,-43.986751686355916,0.3652997333333333,108,22
513,-25.5282171463129,-43.56480666916148,0.36496000000000006,21,1
514,-37.26380913080699,-44.8740316506855,0.3649338666666667,41,2
515,-16.82767971695629,-43.21024458750902,0.3649077333333334,15,1
516,-8.95360679774998,-43.97143200136702,0.3648554666666667,3,0
517,-20.546961473603208,-44.50134158176108,0.3639669333333333,36,1
518,53.61429574752195,-42.183086008165745,0.36357493333333335,53,0
519,48.646831628596985,-39.90382401489566,0.36273866666666665,47,1
520,-19.21852813742386,-41.27964114478222,0.36255573333333335,7,1
521,38.84978524353474,-40.73544329234687,0.36255573333333335,88,0
522,44.93529461123427,-38.63840402314184,0.3624773333333333,42,0
523,-14.650000000000002,-39.52683534276765,0.3623466666666667,5,0
524,201.79824995480917,-38.315977796804134,0.36200693333333334,152,0
525,-174.21443181975536,-40.205390805443564,0.3580346666666667,165,28
526,-119.8038837671032,-41.21030121598985,0.3562314666666667,221,25
527,-0.6737788396302662,-37.11266852438784,0.3559962666666667,9,0
528,-13.589764737489759,-37.44855415672464,0.3554997333333334,19,0
529,195.5742589907458,-36.41718575434007,0.3540624,325,6
530,-490.7086589768041,-41.69456131192233,0.3531738666666667,359,33
531,-53.5409005153615,-44.749966163008295,0.35312160000000004,36,10
532,-9.030000000000001,-44.64576616300829,0.3530432,3,0
533,-29.76814095698291,-45.31787905510458,0.3528602666666667,7,1
534,-9.37757807352315,-44.44739839927933,0.3525728,209,16
535,-14.518538328578607,-44.59961623102784,0.35233760000000003,9,0
536,-211.86220183726002,-42.60526595666216,0.3521546666666667,128,19
537,171.13251888257463,-38.431240846628235,0.34928000000000003,117,1
538,178.91711923225503,-31.43200976800959,0.34857440000000006,176,0
539,-10.535334704060054,-31.18088609142568,0.34810399999999997,18,0
540,-9.278204249800549,-31.374906030718904,0.3479472,6,0
541,-140.39019272016654,-33.18171350775744,0.34677120000000006,96,18
542,74.27323262017656,-32.21205217118983,0.3450725333333333,65,0
543,123.60476546986943,-27.0313205221128,0.3448634666666667,118,4
544,23.740880632926302,-26.36922156241725,0.3439749333333334,34,0
545,-1032.4935914346406,-36.63306093543983,0.3415184,407,71
546,95.824812756587,-35.416760667934184,0.3406298666666667,128,11
547,-122.21926374879975,-36.9975831021767,0.33979360000000003,500,14
548,-9.857483686020966,-37.38366654624981,0.33963679999999996,6,0
549,102.95239015949937,-36.590422545315306,0.3381472,57,1
550,-141.44945728011888,-36.878270046289515,0.33691893333333334,176,20
551,0.8828704234487823,-38.477243186782005,0.33626560000000005,25,0
552,-264.1768649942924,-43.24075220615216,0.33553386666666674,100,25
553,154.75088757927634,-39.27682935619246,0.3350896,212,6
554,-95.55082665197524,-40.528670095174135,0.33493280000000003,51,7
555,-5.713884296566798,-36.92848066698162,0.334384,44,4
556,67.97500157314326,-35.74293828288576,0.33307733333333334,50,0
557,-331.714051508415,-38.01888391850635,0.3325808,96,27
558,39.155125973208854,-37.57089481017747,0.3322149333333333,33,0
559,-242.63465654564067,-40.01187398148187,0.33200586666666665,500,39
560,12.873272168709956,-39.62035478229845,0.3319274666666667,115,7
561,-20.31484368522511,-40.70444804036182,0.3314832,42,1
562,35.99950608703385,-40.83643892314254,0.33122186666666664,27,0
563,-25.034521860706086,-38.455344521339164,0.3308821333333334,51,0
564,57.67550602849191,-39.69215538967494,0.3304901333333333,28,0
565,82.6292906798489,-38.20915928563221,0.3294709333333333,77,0
566,59.43284764384492,-37.571916595631386,0.329288,61,1
567,55.30494440959684,-38.220905556979446,0.3268053333333334,95,0
568,-19.161421356237312,-37.69522063109798,0.3267530666666667,2,0
569,170.3980056264899,-36.716011169238016,0.3260213333333334,171,1
570,-175.23961043713982,-38.34110171261097,0.3260213333333334,229,24
571,-21.083085455334714,-38.489070495660336,0.32599520000000004,29,0
572,-31.682478130471274,-39.0534149586778,0.32534186666666665,25,1
573,2.863450309458358,-36.16903621126961,0.32487146666666666,18,0
574,86.12935376515823,-36.010874877678624,0.3236954666666667,89,1
575,142.3543522514163,-34.58561759995649,0.32121279999999997,95,1
576,417.5684277926339,-27.98892906482986,0.32095146666666663,326,12
577,-19.51,-28.562236552709106,0.3209253333333334,1,0
578,49.61310344420151,-28.201415879656043,0.3204026666666667,31,0
579,24.78994182334178,-20.619268991330937,0.3195925333333334,51,0
580,-447.94981668952806,-24.995105155853107,0.3195925333333334,202,37
581,2.8127781478000884,-25.504432241594685,0.31956640000000003,247,5
582,-13.690491834728768,-25.264768606584973,0.3194357333333333,5,0
583,-14.220000000000002,-26.12146666087785,0.3193834666666667,2,0
584,106.62490038155617,-24.414926152338257,0.31802453333333336,91,0
585,2.3239033254257038,-24.631922182171117,0.31802453333333336,52,1
586,-124.08282996560688,-25.685036268264813,0.31797226666666667,62,12
587,37.350578788640576,-24.798942383846338,0.31742346666666665,23,0
588,41.38422549848232,-24.313681838077322,0.31682240000000006,44,0
589,41.9390095747257,-21.959808035401423,0.3167178666666667,50,0
590,80.09209617559863,-21.01668707364544,0.31530666666666674,81,1
591,-19.51,-21.020172860083065,0.3152805333333334,1,0
592,109.11453398659454,-19.737827520217124,0.31431359999999997,92,1
593,-13.507909141446529,-20.12237357972395,0.31350346666666673,31,3
594,-9.143985645097457,-20.226746857036527,0.31164800000000004,71,8
595,26.09260410906428,-19.197457955976983,0.31052426666666666,43,0
596,142.4927156758672,-17.662636285340522,0.3103152,355,14
597,75.25959634612875,-16.398718030108416,0.30992320000000007,264,24
598,66.09215736811426,-15.546182242864898,0.30955733333333335,37,0
599,13.891949423980034,-15.610460842515288,0.3094266666666666,34,0
600,-9.490954835096312,-15.561520109326379,0.30866879999999997,29,1
601,-8.313296585833761,-11.743209360236264,0.30864266666666673,35,0
602,-24.431893621772172,-12.54039528947122,0.30830293333333336,14,0
603,25.12386740868907,-11.669586880145289,0.30751893333333336,43,1
604,126.50166813735432,-9.802924557840697,0.30655200000000005,129,1
605,-435.144886952602,-14.500205973210027,0.3054544,376,63
606,-35.50476677244044,-14.85011310166637,0.3054544,42,4
607,-14.220000000000002,-15.209485566676108,0.3054021333333333,2,0
608,-19.23,-14.487439640423037,0.3053237333333334,3,0
609,79.44551566452205,-15.439760264700032,0.3044352,34,0
610,181.2289667200029,-13.873209751115128,0.3039909333333334,165,1
611,-19.51,-14.239193499979388,0.30396480000000003,1,0
612,-5.039949493661167,-12.290758442965862,0.3038341333333333,5,0
613,22.997212477032388,-11.805504146732405,0.30176959999999997,79,2
614,-293.4562396690972,-14.367428452115309,0.30174346666666674,221,37
615,-3.163168551790008,-14.230783340463647,0.30127306666666664,19,0
616,-135.45455001608784,-15.495792772647025,0.30098559999999996,171,18
617,194.38752933288615,-13.346447864582133,0.2989733333333333,209,14
618,77.91470712950363,-13.103443750762317,0.29886880000000005,110,5
619,-14.04284271247462,-13.730340494173035,0.298712,6,1
620,-11.296031019153379,-13.651115522990331,0.29839840000000006,12,0
621,68.49742790003577,-13.35463909642532,0.2977189333333333,48,0
622,138.8842640351663,-12.415149402185996,0.2972224,45,0
623,52.9526892576791,-11.739122509609206,0.29473973333333336,250,29
624,14.49486909652951,-13.612156318192001,0.2933285333333333,54,2
625,15.72944087286847,-11.712717591265765,0.2933285333333333,149,6
626,-14.695374323804728,-10.661632496832778,0.2931978666666667,5,0
627,237.50629111997512,-8.279831797236726,0.29304106666666674,304,12
628,-491.7055127471077,-13.060989277332906,0.29262293333333333,195,56
629,14.933644137770973,-14.867395425862654,0.2925968,17,0
630,-4.620045345892041,-10.006509289553533,0.2925445333333333,25,1
631,-23.839475868810034,-9.709495043088017,0.29178666666666664,29,0
632,75.25693945405074,-8.86662564854751,0.2909242666666667,92,2
633,-14.203899314758338,-8.710983232125267,0.29076746666666664,71,5
634,-80.35547618667961,-9.42076221325683,0.2906890666666667,42,6
635,112.84013627385245,-8.147175467232522,0.2903754666666667,85,6
636,14.17675483808264,-5.886785900479095,0.2898528,32,0
637,6.005818222846099,-7.538052907076381,0.2897221333333333,46,4
638,-14.615028153987291,-9.473374380938804,0.2897221333333333,5,0
639,-14.643566482565895,-9.514456698723862,0.2895914666666667,5,0
640,-18.850395489667918,-9.610178611122533,0.28946079999999996,50,7
641,64.44095884736745,-7.561867095447193,0.2891733333333334,46,0
642,-54.58863047555167,-8.850485726404475,0.2882848,34,7
643,-324.1599053395506,-13.328132434498675,0.2875008,80,30
644,107.43258564891488,-12.491215384338789,0.2865338666666667,37,0
645,132.74013727701345,-0.8388780972222486,0.28614186666666663,127,2
646,5.810975356949513,-1.7390164712186233,0.2858805333333333,10,0
647,43.99425583609474,-0.07688127536967926,0.28559306666666673,158,6
648,27.27419337284788,0.2944354952190095,0.28543626666666666,42,0
649,-0.6906630725977081,-0.7419950371019624,0.284992,17,0
650,-0.26000000000000156,0.6698995356992258,0.28483520000000007,6,0
651,-50.85241091748938,0.15254672228984434,0.2831104,106,3
652,-167.18633690134615,1.1224520032193064,0.28303200000000006,201,33
653,-19.31284271247462,-0.6181852996982043,0.2829536,3,0
654,70.67734172214416,1.0440963840429902,0.2822741333333334,127,5
655,-9.440000000000001,1.0068352270086596,0.2821696,4,0
656,-89.90895700373716,-0.5720043587601458,0.2816730666666667,121,12
657,-13.490184562845286,2.6102343106955517,0.2804186666666667,48,2
658,89.33276491319386,3.1120107000954027,0.28020960000000006,75,0
659,-32.58349808178658,5.212522284733943,0.2793994666666667,142,12
660,52.759015264644475,5.61137971569329,0.2781450666666667,48,0
661,14.200441542412104,5.956532567969658,0.27775306666666666,15,0
662,138.8463064342066,6.98500057144139,0.27720426666666664,123,0
663,-14.220000000000002,7.093145790048448,0.27715200000000006,2,0
664,2.018968079236064,6.536580410555892,0.27487839999999997,309,30
665,101.3149093553573,6.7234365973109735,0.27372853333333336,154,8
666,242.47186239971137,8.55382674486964,0.27336266666666664,145,0
667,-5.854864593753632,7.942228654836134,0.27205599999999996,312,16
668,-181.93473387825588,6.31449552961595,0.27169013333333336,78,19
669,-1.084253301943889,4.599672940331614,0.2714026666666667,11,0
670,15.46591827712415,6.5067282274742535,0.2712197333333334,32,0
671,-14.936484578897527,6.568194236238624,0.2712197333333334,7,0
672,-99.27831613801551,5.892235856163183,0.26873706666666664,177,26
673,78.94162810588358,6.653017634127434,0.26682933333333336,73,0
674,-62.24805162177705,5.169243580258082,0.26622826666666666,191,8
675,-14.872455532033678,3.5969755024235828,0.2661237333333334,4,0
676,-341.467155166603,-3.993380327168785,0.2653397333333334,57,29
677,32.442384955995735,-3.4738564776088294,0.26526133333333335,33,0
678,0.3513650482627284,-3.966473861568216,0.2651829333333333,6,0
679,-13.89502815398729,-4.353323561341507,0.2651829333333333,3,0
680,-14.936484578897527,-0.023190240235203278,0.265,7,0
681,-18.95360679774998,-0.24085408969070318,0.2649216,3,1
682,-14.220000000000002,-0.24614917134341652,0.2648693333333334,2,0
683,20.608369980268183,0.10213452845926707,0.2641376,40,2
684,-325.2766998760556,-4.216881474116852,0.2640853333333334,413,43
685,21.64255805464519,-4.023694926824657,0.26351040000000003,22,1
686,-43.6183759652079,-3.2190503868206677,0.26243893333333335,41,11
687,-9.472212513921047,-3.6872782998462834,0.26230826666666673,5,0
688,177.47343472896554,-2.326386207541451,0.26045280000000004,141,3
689,-44.16741112388672,-3.187450414527575,0.26034826666666666,75,10
690,-667.1635538664339,-10.660006914947898,0.2601914666666667,422,62
691,19.42344583548758,-10.270672456593022,0.25998240000000006,18,0
692,-211.72304556553163,-13.479048252114286,0.25763040000000004,277,33
693,176.80868098132447,-11.575882350886577,0.25637600000000005,138,5
694,278.6288817689378,-8.698153676746223,0.25627146666666667,150,2
695,154.23339186920492,-7.416745799144817,0.2550170666666667,100,2
696,-4.544510245677431,-8.887118058360265,0.2549125333333333,56,10
697,60.39467439898462,-9.035767277831706,0.2548341333333334,211,18
698,5.637157287525376,-9.6403172786376,0.25480800000000003,8,0
699,-14.220000000000002,-9.921436772877398,0.2547818666666667,2,0
700,-24.08360679774998,-10.067363292503934,0.25475573333333335,6,1
701,-7.698001121185387,-10.06121033785745,0.25462506666666673,63,0
702,-10.739999999999995,-9.924291401639731,0.25438986666666663,14,0
703,19.614095144788198,-9.979389124278738,0.2543114666666667,12,0
704,71.07071115462716,-10.533698694106008,0.2535274666666667,33,0
705,-19.12,-6.373449824579989,0.2534752,2,0
706,-123.05433437648729,-7.248945500620458,0.2534752,51,6
707,-187.70954230773333,-8.98384092369779,0.25114933333333334,139,23
708,-224.23810999408008,-11.03392202363859,0.2510709333333333,124,25
709,21.597506418073127,-11.612402116103079,0.24803946666666665,116,8
710,-6.287213595499949,-13.487563919258108,0.2474122666666667,24,1
711,38.131034909133916,-12.911153570166768,0.2454261333333333,76,0
712,-756.5050603404085,-20.425804678634243,0.2454261333333333,219,59
713,-20.374987143363786,-20.859526674838204,0.24521706666666665,8,0
714,570.0778016993697,-12.22418626115354,0.24490346666666674,328,2
715,30.812074009740318,-11.88443383553823,0.24443306666666664,30,0
716,-6.577228048668438,-10.59566061586404,0.244224,46,3
717,-239.29003963195197,-14.932436305512418,0.24401493333333335,362,34
718,23.794507258610377,-15.473638304221353,0.24396266666666666,18,0
719,32.97813614162742,-15.003428515680332,0.24383200000000005,41,3
720,47.25494538068864,-14.417918751681912,0.24333546666666672,26,0
721,-14.220000000000002,-15.245093030682272,0.24328320000000003,2,0
722,65.55487179499426,-15.97838695308399,0.24273440000000002,57,2
723,-42.83666140436093,-16.936280459704392,0.24249920000000003,51,1
724,-11.58061256625886,-17.197035276332272,0.24229013333333338,17,0
725,91.02862813027576,-16.4440434037582,0.2421333333333333,44,0
726,100.97661941628576,-15.287323466357293,0.24210719999999997,71,4
727,-19.161421356237312,-17.85400059111942,0.2420549333333334,2,0
728,-9.863606797749977,-13.035581531625839,0.2417674666666667,14,1
729,56.33461747148807,-12.621571798288668,0.2415845333333334,35,0
730,41.07060759698375,-12.164665268859908,0.24129706666666673,29,0
731,128.64302456067514,-10.63984026456506,0.2395461333333333,85,1
732,-126.04543419935145,-12.65286400109908,0.2389973333333334,99,20
733,157.63277974983515,-10.934497210453147,0.23886666666666667,131,8
734,-20.98956749025303,-10.340838123488881,0.23865760000000003,8,0
735,11.328794586334705,-11.35595154036406,0.2383962666666667,10,0
736,112.4531662344839,-10.373187426400047,0.2382917333333333,115,1
737,-99.06214540770745,-11.423867062705582,0.23795200000000005,17,14
738,-37.64149712220138,-11.654131752387725,0.23779519999999998,19,1
739,29.690618049415168,-11.210789907067914,0.23622719999999997,127,6
740,116.08255595414424,-9.861460392629793,0.23604426666666667,67,0
741,296.28385572513525,-7.543031423852113,0.23544319999999996,136,0
742,-8.66426406871193,-7.083787759783715,0.2353386666666667,4,0
743,-20.25193984464814,-4.044708104834691,0.23463306666666672,27,0
744,24.419179606750067,-4.874842165256341,0.23434560000000004,11,0
745,-6.2036067977499805,-6.264279606003973,0.2341365333333334,8,0
746,-21.233688055895662,-6.534726240132427,0.23296053333333333,125,15
747,-680.7675176286754,-13.782343974780128,0.23262080000000007,204,70
748,18.320384144155337,-13.871882067067054,0.2316277333333333,51,4
749,-19.161421356237312,-14.056589649903449,0.23157546666666673,2,0
750,3.369456331267436,-14.020295086590775,0.23105280000000006,20,0
751,129.1229275548909,-12.220541701866972,0.2304256,84,1
752,-14.432947366762445,-10.69300780652113,0.23026880000000005,6,0
753,79.77984742891765,-9.702080905107211,0.22974613333333338,168,5
754,0.1912723881191276,-10.406941598447457,0.22898826666666672,29,0
755,-61.71602464829782,-10.929701844930435,0.22836106666666667,103,1
756,11.724622471063121,-9.913366050182436,0.22823040000000006,78,1
757,46.766877907678065,-9.310795425477204,0.22744640000000005,35,0
758,66.46575922310107,-9.53946548237813,0.2270544,45,0
759,31.827464374490933,-8.895355857815353,0.22611360000000003,51,0
760,-224.35251970187053,-11.66647120748051,0.22530346666666667,141,28
761,-6.151149920956254,-11.869987122114189,0.22504213333333334,10,0
762,-28.04468262363796,-13.538897012692637,0.22485920000000004,84,10
763,-506.7269491730552,-18.463966504423187,0.2248330666666667,429,66
764,-10.337311187843769,-18.587529297093987,0.2248330666666667,8,0
765,-19.51,-19.79577839064756,0.22480693333333335,1,0
766,32.77350726251407,-21.892761942019533,0.22425813333333333,23,0
767,-84.29283142360049,-22.677141610318,0.22415360000000006,75,11
768,4.492893218813453,-20.812865339347304,0.22373546666666666,20,1
769,43.61820571961974,-20.365840749131667,0.22282080000000004,51,0
770,-9.087213595499959,-20.61137206785791,0.22271626666666666,4,0
771,-4.8136348815798495,-20.51014357088473,0.22240266666666664,12,1
772,-146.97756892671788,-20.987136098771757,0.22232426666666671,95,20
773,10.406280586300863,-21.67248957396758,0.22203680000000003,11,0
774,105.88964497615473,-19.991112607988267,0.22146186666666667,36,0
775,12.218781482352504,-19.720200237844402,0.22122666666666668,31,0
776,50.04726641578398,-15.805056022020535,0.22067786666666667,30,1
777,86.37178081315702,-15.265762063448921,0.22023360000000003,38,0
778,251.80385528244818,-12.751237161107065,0.22007680000000007,182,3
779,374.37018058908546,-8.868585073676336,0.2177509333333334,229,5
780,112.91527911257141,-7.5900674367616485,0.21746346666666672,100,0
781,53.35190543354156,-6.8670123144487345,0.21639200000000003,41,0
782,10.876335813803156,-6.616048956310703,0.2161306666666667,62,13
783,211.91240803825667,-4.703008575730819,0.21364800000000006,95,1
784,200.93977262253514,0.5591561492550915,0.21336053333333338,263,13
785,-14.88087060933496,0.19392186261528896,0.2130730666666667,22,0
786,-84.98845300789182,-0.21977890781155068,0.21239360000000007,153,17
787,28.67570409962671,0.16170025832392665,0.21176640000000002,24,0
788,-370.0411179804261,-5.313445268769991,0.21166186666666664,345,40
789,13.81715728752538,-4.733599584655869,0.21113919999999997,20,0
790,59.70372638700208,2.535073217878491,0.2110346666666667,78,0
791,-14.432241749487249,2.196516342028743,0.21082560000000006,12,3
792,9.292016517588934,4.406666962859949,0.21077333333333337,10,1
793,47.22868660590906,3.1108670191057946,0.20985866666666664,35,0
794,-129.57523367930645,-0.9711741353766452,0.20970186666666668,43,12
795,-4.67710678118655,-2.5602791218805616,0.20967573333333334,7,0
796,-14.046449510224601,-2.655298514526032,0.2095973333333333,4,0
797,72.08685876027506,-2.538376670913129,0.2095973333333333,144,9
798,-14.720000000000002,-2.7419482437883813,0.20954506666666672,2,0
799,3.578578643762693,-2.563962457350759,0.20920533333333335,18,2
800,2.4253635004244316,-2.298872754369014,0.20907466666666663,20,0
801,-19.50921561087423,-2.416984899265903,0.20886559999999998,13,0
802,59.61235665567847,-1.7134613327091193,0.20842133333333335,43,0
803,123.63492354380843,-0.6732530487189162,0.20836906666666666,130,3
804,-19.671935540276017,-1.5806795156679487,0.20805546666666663,14,0
805,-18.590595226445394,-1.5753854679324004,0.20771573333333337,13,0
806,100.51877108537323,0.6603455866862038,0.2070101333333334,71,0
807,-13.76622776601684,2.3997787321033717,0.20687946666666668,5,0
808,61.004692620084995,5.25220675824502,0.20674880000000007,37,1
809,-19.120056307974576,4.8450311309845455,0.2066442666666667,9,1
810,-14.759175132779284,4.760311515611752,0.20656586666666665,7,0
811,10.84811445317316,4.487482311052144,0.20606933333333333,22,0
812,82.45860377373141,12.877118952193543,0.20570346666666672,129,6
813,-1.306332420304667,13.067805499424134,0.2054421333333334,10,0
814,5.202006326434191,7.419047545694777,0.2051546666666667,11,0
815,-8.462949771929214,7.026297307878082,0.20463200000000004,20,0
816,-14.220000000000002,6.949869588364765,0.20457973333333335,2,0
817,191.2305271066173,11.255075255750462,0.2043184,86,1
818,-19.31284271247462,10.824001756039609,0.20423999999999998,3,0
819,-0.4030436860751294,10.490189957762587,0.2031162666666667,43,0
820,-227.7565142224352,7.740075361731344,0.20264586666666673,74,27
821,-240.00634973045715,5.482211864426776,0.20141759999999997,178,46
822,40.10238871303983,5.22768703360723,0.200712,27,0
823,233.73442174975887,7.993397865148429,0.1995621333333334,118,0
824,154.73493312043163,9.656553322015332,0.19846453333333336,178,20
825,-8.624470256198782,8.660022338150585,0.19796800000000003,19,0
826,162.24084293613285,9.272664573349056,0.1979418666666667,62,0
827,45.51736952937671,9.919452482205195,0.19778506666666673,112,1
828,-97.7727553791465,9.04036099639123,0.19726240000000006,20,8
829,81.98839785017259,9.296898800178075,0.19582506666666666,82,6
830,7.67511827933458,8.962943907001584,0.19558986666666667,90,9
831,102.99751739800435,8.706488835374879,0.1953024,500,20
832,45.80915034917484,10.425034680860144,0.1942309333333333,41,2
833,-54.02545000639266,8.308452383297864,0.19407413333333334,67,11
834,124.39280976534972,9.762276155853893,0.19376053333333332,70,0
835,161.99380320221192,11.268926242012665,0.19342080000000006,147,3
836,-19.161421356237312,9.952780366105454,0.19336853333333337,2,0
837,-18.038672381343492,10.763015096369093,0.19331626666666668,17,1
838,46.880436871514235,11.608234436306253,0.1926629333333334,27,0
839,11.934215962881225,11.430670415440911,0.19255840000000002,29,4
840,58.33815025912128,10.853226358490678,0.19216640000000007,79,0
841,46.92839720620117,8.359671773301338,0.19109493333333338,114,4
842,-56.40179039422544,7.882296510046205,0.19083360000000005,70,11
843,22.406014043728756,8.308876048929971,0.18976213333333336,51,2
844,-14.486449510224602,7.919819757760223,0.18955306666666671,8,0
845,192.8227591249785,9.91008341698751,0.18848160000000003,90,0
846,-20.202825374924082,9.920392043797227,0.18832480000000007,6,0
847,-28.827131083091423,16.439795909253064,0.18751466666666672,31,5
848,-14.154862717754106,16.11504344063397,0.187384,5,0
849,31.378901104209834,16.62044666523844,0.18665226666666668,28,0
850,-433.0701206201731,12.256050895724034,0.18469226666666672,301,51
851,-897.7875354563349,1.9869462656117765,0.18424799999999997,303,97
852,178.35601141634356,3.914835853442836,0.1841434666666667,96,1
853,-177.1063475064248,1.3459739040894108,0.1840912,209,27
854,38.812673788550896,1.732187918093728,0.1833594666666667,28,0
855,88.36208620051119,3.2329690265818214,0.1831242666666667,43,0
856,48.422067023927795,3.5999434721104664,0.18262773333333338,28,0
857,-3.7193500325648117,3.0950811927080384,0.18189600000000006,86,7
858,32.20175997071473,2.752441200184177,0.18153013333333334,61,0
859,-19.161421356237312,2.2425523428768934,0.18147786666666665,2,0
860,168.00347471417527,6.16611228703735,0.17985760000000006,62,0
861,38.52379948130961,6.61286178106001,0.1792304,24,0
862,419.69105745658084,11.0902191818622,0.17889066666666664,222,2
863,48.60467322218368,16.64353540581459,0.17768853333333334,59,0
864,-21.58153501507894,16.531093167542235,0.1774272,10,0
865,0.8985786437626899,16.73517895397986,0.17727040000000005,6,0
866,278.03903510748324,19.18783423242955,0.17499680000000006,149,0
867,405.26275260583697,24.08339007272393,0.1740037333333333,330,12
868,-19.51,23.843361140535784,0.17397760000000007,1,0
869,29.086117464012883,23.69804025797972,0.17355946666666666,16,0
870,206.63387105145807,25.855251104449298,0.17112906666666672,412,25
871,-574.7916901279439,20.15547055198566,0.16971786666666666,202,45
